movieId,title,genres,plot
2866,"Buddy Holly Story, The (1978)",Drama,"The story of the life and career of the early rock and roll singer, from his meteoric rise to stardom, to his marriage and untimely death."
2867,Fright Night (1985),Comedy|Horror,"A teenager discovers that the newcomer in his neighborhood is a vampire, so he turns to an actor in a television horror show for help dealing with the undead."
2868,Fright Night Part II (1989),Horror,"Charley Brewster and Peter Vincent must face more vampires, out for revenge."
2869,"Separation, The (La S�paration) (1994)",Drama,"One night at the cinema, Pierre reaches for out to take Anne's hand. She is annoyed and rebuffs him. He feels rejected. This moment begins the story of the disintegration of a couple... Pierre and Anne live in Paris with their two-year-old child Louis. After the night in the cinema it is clear that Anne is distracted and the small gulf between them seems to widen as time goes on. Lunches, evenings out with friends, there's obvoiusly something wrong. One night after a party, Anne tells Pierre that she is in love with another man. Although her confession is not surprising, Pierre's reaction is. He seems to accept it as a fact of life and refrains from asking the most burning questions. However, as Anne continues to see the other man, Pierre's feelings become more violent and it begins to dawn on them that some thing intangible has happened that can't be put right."
2870,Barefoot in the Park (1967),Comedy,"Paul, a conservative young lawyer, marries the vivacious Corie. Their highly passionate relationship descends into comical discord in a five-flight New York City walk-up apartment."
2871,Deliverance (1972),Adventure|Thriller,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
2872,Excalibur (1981),Action|Drama|Fantasy|Romance,"Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart."
2873,Lulu on the Bridge (1998),Drama|Mystery|Romance,A famous jazz saxophonist's life is forever changed after he is accidentally shot.
2874,"Pajama Game, The (1957)",Comedy,An Iowa pajama factory worker falls in love with an affable superintendent who had been hired by the factory's boss to help oppose the workers' demand for a pay raise.
2875,Sommersby (1993),Drama|Mystery|Romance,"A farmer returns home from the Civil War, but his wife begins to suspect that the man is an impostor."
2876,Thumbelina (1994),Animation|Children's,"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius."
2877,Tommy (1975),Drama|Musical,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and, subsequently, the figurehead of a cult."
2878,Hell Night (1981),Horror,"Four college pledges are forced to spend the night in a deserted old mansion, where they are stalked by the monstrous survivor of a family massacre years earlier."
2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,"Jackie is hired to help the UN find Nazi gold hidden in Sahara. He's accompanied from Spain by 2 (later 3) cute women. As there are others wanting the gold, lots of kung fu fighting and comedy follows."
2880,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy,Asian Hawk (Jackie Chan) and his bumbling sidekick are sent on a quest through Europe to find a mysterious treasure held by a shadowy organization of monks.
2881,Double Jeopardy (1999),Action|Thriller,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
2882,Jakob the Liar (1999),Drama,"During World War II, an ordinary inhabitant of a ghetto fakes news about Allied offensives to inspire hope for other victims of the Nazi regime."
2883,Mumford (1999),Comedy,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past."
2884,Dog Park (1998),Comedy|Romance,"Two dog lovers meet at a singles bar, recognizing each other from the dog park. Andy and Lorna are recent singles after their exes met."
2885,Guinevere (1999),Drama|Romance,A young girl from an affluent family rebels and becomes involved with a much older photographer.
2886,"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy,"A tug-of-war between Elmo and his friend sends his blanket to faraway Grouchland, a place full of grouchy creatures and the villainous Huxley. Elmo embarks on a rescue mission, learning important lessons about sharing and responsibility."
2887,Simon Sez (1999),Drama,Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.
2888,Drive Me Crazy (1999),Comedy|Romance,"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in the air?"
2889,"Mystery, Alaska (1999)",Comedy,This comedy is about the residents of a small town who get over-excited when their hockey team gets chosen to host a televised event
2890,Three Kings (1999),Drama|War,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help."
2891,"Happy, Texas (1999)",Comedy,"3 prisoners escape. 2 end up in Happy, Texas, where they're mistaken for a gay couple expected there to help with the small girls beauty pageant. As the 2 are paid $1000, they decide to stay until the heat is gone."
2892,New Rose Hotel (1998),Action|Drama,"Two businessmen are hired to steal secrets from a rival, and decide to use a beautiful call girl to do so."
2893,Plunkett & MaCleane (1999),Action|Drama,"Two robbers are persecuted by the law, whose servants are not much better and even worse."
2894,Romance (1999),Drama|Romance,"Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners."
2895,Napoleon and Samantha (1972),Adventure,"Two young children, who, rather than part with an old pet lion who was once a circus performer, go on a perilous mountain trek to stay with a recluse friend."
2896,Alvarez Kelly (1966),Western,"During the Civil War, Mexican cattleman Alvarez Kelly supplies the Union with cattle until Confederate Colonel Tom Rossiter's hungry men force Kelly to change his customers."
2897,And the Ship Sails On (E la nave va) (1984),Comedy|War,"In 1914, a luxury ship leaves Italy in order to scatter the ashes of a famous opera singer. A lovable bumbling journalist chronicles the voyage and meets the singer's many eccentric friends and admirers."
2898,"Dark Half, The (1993)",Horror|Mystery,A writer's fictional alter ego wants to take over his life...at any price.
2899,Gulliver's Travels (1939),Adventure|Animation|Children's,A doctor washes ashore on an island inhabited by little people.
2900,Monkey Shines (1988),Horror|Sci-Fi,"A quadriplegic man has a trained monkey help him with his paralysis, until the little monkey begins to develop feelings, and rage, against its new master."
2901,Phantasm (1979),Horror|Sci-Fi,"A teenage boy and his friends face off against a mysterious grave robber, known only as the Tall Man, who employs a lethal arsenal of unearthly weapons."
2902,Psycho II (1983),Horror|Thriller,"After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him."
2903,Psycho III (1986),Horror|Thriller,"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching."
2904,Rain (1932),Drama,A prostitute newly arrived in the South Pacific finds herself at odds with a stern missionary determined to save her soul.
2905,Sanjuro (1962),Action|Adventure,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
2906,Random Hearts (1999),Drama|Romance,"Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other."
2907,Superstar (1999),Comedy,"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom."
2908,Boys Don't Cry (1999),Drama,"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska."
2909,"Five Wives, Three Secretaries and Me (1998)",Documentary,
2910,"Ennui, L' (1998)",Drama|Romance,"Martin is a philosophy teacher in the midst of a mid-life crisis. Lacking direction or purpose in his life, he initiates an affair with Cécilia, a young artist's model who might have killed her former lover."
2911,"Grandfather, The (El Abuelo) (1998)",Drama,"After his son dies, an elderly man comes back to Spain from the US and hopes to find out which of his granddaughters is true, and which one is bastard."
2912,"Limey, The (1999)",Action|Crime|Drama,An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.
2913,"Mating Habits of the Earthbound Human, The (1998)",Comedy,"An anthropologist from an alien planet provides voice-over commentary for a documentary at human courtship, mating, and reproduction."
2914,Molly (1999),Comedy|Drama,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude."
2915,Risky Business (1983),Comedy,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
2917,Body Heat (1981),Crime|Thriller,"In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband."
2918,Ferris Bueller's Day Off (1986),Comedy,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
2919,Year of Living Dangerously (1982),Drama|Romance,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.
2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,The theatrical life of a beautiful courtesan and the four men who love her.
2921,High Plains Drifter (1972),Western,A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.
2922,Hang 'em High (1967),Western,"When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice."
2923,Citizen's Band (a.k.a. Handle with Care) (1977),Comedy,"This movie interlaces the stories of several characters in a small town united by their use of CB (citizen's band) radio. Paul LeMat is the local CB coordinator who has time for little else in his life. His father, Roberts Blossom is a sour old man who is nice on the radio. Charles Napier is a trucker hospitalized after an accident, with hilarious consequences."
2924,Drunken Master (Zui quan) (1979),Action|Comedy,"Wong Fei-Hung (Jackie Chan) is a mischievous, yet righteous young man, but after a series of incidents, his frustrated father has him disciplined by Beggar So (Siu-Tin Yuen), a Master of drunken martial arts."
2925,"Conformist, The (Il Conformista) (1970)",Drama,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
2926,Hairspray (1988),Comedy|Drama,A 'pleasantly plump' teenager teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
2927,Brief Encounter (1946),Drama|Romance,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
2928,"Razor's Edge, The (1984)",Drama,He had everything and wanted nothing. He learned that he had nothing and wanted everything. He saved the world and then it shattered. The path to enlightenment is as sharp and narrow as a razor's edge.
2929,Reds (1981),Drama,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States."
2930,Return with Honor (1998),Documentary,The story of U.S. fighter pilots shot down over North Vietnam who became POWs for up to 8 and a half years.
2931,Time of the Gypsies (Dom za vesanje) (1989),Drama,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
2932,Days of Heaven (1978),Drama,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
2933,"Fire Within, The (Le Feu Follet) (1963)",Drama,"Depressed Alain Leroy leaves the clinic where he was detoxified. He meets friends, acquaintances and women, trying to find a reason to continue living. Will this help him?"
2934,"Love Bewitched, A (El Amor Brujo) (1986)",Musical,"In a Gypsy village, the fathers of Candela and José promise their children to each other. Years later, the unfaithful José marries Candela but while defending his lover Lucía in a brawl, he is stabbed to death. Carmelo, who secretly loves Candela since he was a boy, is arrested while helping José and unfairly sent to prison. Four years later he is released and declares his love for Candela. However, the woman is cursed by a bewitched love and every night she goes to the place where José died to dance with his ghost."
2935,"Lady Eve, The (1941)",Comedy|Romance,"A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him."
2936,Sullivan's Travels (1942),Comedy,"A Hollywood director, John L Sullivan, sets out to experience life as a poor, homeless person in order to gain relevant life experience for his next movie."
2937,"Palm Beach Story, The (1942)",Comedy,"An inventor needs cash to develop his big idea, so his adoring wife decides to raise it by divorcing him and marrying a millionaire."
2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama,A patient in a mental hospital claims to be an extraterrestial. Could he be right?
2939,Niagara (1953),Drama|Thriller,"As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder."
2940,Gilda (1946),Film-Noir,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
2941,South Pacific (1958),Musical|Romance|War,"On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission."
2942,Flashdance (1983),Drama|Romance,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.
2943,Indochine (1992),Drama|Romance,"Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There's an uprising in Vietnam against French colonial power."
2944,"Dirty Dozen, The (1967)",Action|War,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
2945,Mike's Murder (1984),Mystery,"In L.A., a young woman tries to uncover what led to the brutal murder of her old flame and who killed him."
2946,Help! (1965),Comedy|Musical,"Sir Ringo Starr finds himself the human sacrifice target of a cult, and his fellow members of The Beatles must try to protect him from it."
2947,Goldfinger (1964),Action,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
2948,From Russia with Love (1963),Action,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.
2949,Dr. No (1962),Action,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene."
2951,"Fistful of Dollars, A (1964)",Action|Western,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.
2953,Home Alone 2: Lost in New York (1992),Children's|Comedy,"One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind."
2954,Penitentiary (1979),Drama,"A hitchhiker named Martel Gordone gets in a fight with two bikers over a prostitute, and one of the bikers is killed. Gordone is arrested and sent to prison, where he joins the prison's boxing team in an effort to secure an early parole and to establish his dominance over the prison's toughest gang."
2955,Penitentiary II (1982),Drama,"An ex-con, on parole and trying to straighten his life out, decides to resume his boxing career when one of his prison enemies escapes and kills his girlfriend."
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,A married New York cop falls for the socialite murder witness he's been assigned to protect.
2957,Sparrows (1926),Drama,"Molly, the eldest child at a baby farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of."
2958,Naturally Native (1998),Drama,"Three Native American sisters (Red-Horse, Bedard, Guerrero) decide to try to sell a line of cosmetics they call Naturally Native, based on old tribal remedies, only to have to fight an uphill battle with racist business people. The film is actually Red-Horse's comment on her fight with the movie industry to get her films made and this film is the first to be totally financed by an Indian tribe, Connecticut's Mashantucket tribe."
2959,Fight Club (1999),Drama,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
2960,Beefcake (1999),Drama,"This film looks at the 1950's muscle men's magazines and the representative industry that were popular supposedly as health and fitness magazines, but were in reality primarily being purchased by the still underground homosexual community. Chief among the purveyors of this literature was Bob Mizer, who maintained a magazine and developed sexually inexplicit men's films for over 40 years. Aided by his mother, the two maintained a stable of not so innocent studs. At the end, the film moves into a court room drama as Mizer is tried for running a male-prostitute ring in the early 60's. Clips of Mizer's actual films starring individuals, such as Jack LaLanne and Joe Dallesandro, are included."
2961,"Story of Us, The (1999)",Comedy|Drama,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.
2962,Fever Pitch (1997),Comedy|Romance,A sports fan's romantic courtship clashes with his obsession with his favorite football team.
2963,Joe the King (1999),Crime|Drama,"A disadvantaged, abused, neglected, exploited but basically decent kid slips into criminality while trying to cope with his harsh, inescapable reality."
2964,Julien Donkey-Boy (1999),Drama,A portrait of the effects of schizophrenia on family life is the central focus.
2965,"Omega Code, The (1999)",Action,A rabbi in Jerusalem develops software that can unlock prophecies in the Torah. He's murdered and the software stolen. A powerful man uses it to gain world domination.
2966,"Straight Story, The (1999)",Drama,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
2967,"Bad Seed, The (1956)",Drama|Thriller,A housewife suspects that her seemingly perfect eight-year-old daughter is a heartless killer.
2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal."
2969,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance,"A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy."
2970,Fitzcarraldo (1982),Adventure|Drama,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
2971,All That Jazz (1979),Musical,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
2972,Red Sorghum (Hong Gao Liang) (1987),Drama|War,"When a leprous winery owner in 1930s China dies a few days after his arranged marriage, his young widow is forced to run the winery to make a living while contending with bandits, her drunkard lover, and the invading Japanese army."
2973,Crimes and Misdemeanors (1989),Comedy,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
2974,Bats (1999),Horror|Thriller,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.
2975,"Best Man, The (1999)",Drama,"Just before his best friend's wedding, the life of a Chicago writer becomes crazy when his best friend guesses that his new book's story is based on his bride's fervent past."
2976,Bringing Out the Dead (1999),Drama|Horror,"Haunted by the patients he failed to save, an extremely burned-out Manhattan ambulance paramedic fights to maintain his sanity over three fraught and turbulent nights."
2977,Crazy in Alabama (1999),Comedy|Drama,An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.
2978,Three to Tango (1999),Comedy|Romance,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself."
2979,Body Shots (1999),Drama,"A tale of the mysterious, but necessary, mating ritual between men and women of today and everything they think about sex but are afraid to say."
2980,Men Cry Bullets (1997),Drama,"A young man wants to be a female impersonator, but gets mocked in his very first performance by a fierce older woman. He finds out where she lives and goes to her house expecting an apology. Instead, she locks him in her shed and rapes him. It makes him fall for her. But soon her even darker side reveals itself when she believes he is attracted to her more beautiful visiting cousin."
2981,"Brother, Can You Spare a Dime? (1975)",Documentary,A nostalgic look back at the Great Depression with contemporary archival footage and film clips picturing James Cagney as an American Everyman.
2982,"Guardian, The (1990)",Horror|Thriller,A young couple with a newborn baby don't realize that the nanny they hired is a magical nymph who sacrifices infants to an evil tree.
2983,"Ipcress File, The (1965)",Thriller,"In London, a counter espionage Agent deals with his own bureaucracy while investigating the kidnapping and brainwashing of British scientists."
2984,On Any Sunday (1971),Documentary,"Documentary on motorcycle racing featuring stars of the sport, including film star Steve McQueen, a racer in his own right."
2985,Robocop (1987),Action|Crime|Sci-Fi,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
2986,Robocop 2 (1990),Action|Crime|Sci-Fi,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2."
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
2988,Melvin and Howard (1980),Drama,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes."
2989,For Your Eyes Only (1981),Action,"James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands."
2990,Licence to Kill (1989),Action,"After capturing a drug lord, Felix Leiter is left for dead and his wife is murdered. James Bond goes rogue and seeks vengeance on those responsible, as he infiltrates an organisation posing as a hitman."
2991,Live and Let Die (1973),Action,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.
2992,Rawhead Rex (1986),Horror|Thriller,An ancient creature called Rawhead is awakened from its slumber near an Irish village and goes on a rampage killing anyone in sight.
2993,Thunderball (1965),Action,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.
2994,"City, The (1998)",Drama,The stories of four Hispanic immigrants living in New York City.
2995,"House on Haunted Hill, The (1999)",Horror,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past."
2996,Music of the Heart (1999),Drama,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.
2997,Being John Malkovich (1999),Comedy,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
2998,Dreaming of Joseph Lees (1998),Romance,A young woman in rural 1950s England becomes involved in a scandalous love triangle that will inevitably leave someone behind to suffer the consequences.
2999,Man of the Century (1999),Comedy,"Fantasy-comedy about a young man who lives as if it is 1928 or so, and his encounters with modern-day women and modern-day criminals."
3000,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
3001,"Suburbans, The (1999)",Drama,"A 1980s one-hit wonder band named ""The Suburbans"" reform for a special performance at one of the ex-member's wedding. At the wedding, a young record company talent scout happens to be in the audience and decides to give the now forty-ish performers a comeback push. The film attempts to take a satirical look at the music business of the 1990s, and compare it to the simpler 1980s scene."
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,"In the 1950s, an adolescent Werner Herzog was transfixed by a film performance of the young Klaus Kinski. Years later, they would share an apartment where, in an unabated, forty-eight-hour fit of rage, Kinski completely destroyed the bathroom. From this chaos, a violent, love-hate, profoundly creative partnership was born. In 1972, Herzog cast Kinski in Aguirre, der Zorn Gottes (1972). Four more films would follow. In this personal documentary, Herzog traces the often violent ups and downs of their relationship, revisiting the various locations of their films and talking to the people they worked with."
3003,Train of Life (Train De Vie) (1998),Comedy|Drama,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine."
3004,"Bachelor, The (1999)",Comedy|Romance,"A commitment-phobic man goes in search of a bride, including his fed-up girlfriend, to inherit his grandfather's one hundred million dollar inheritance."
3005,"Bone Collector, The (1999)",Thriller,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.
3006,"Insider, The (1999)",Drama,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
3007,American Movie (1999),Documentary,Documentary about an aspiring filmmaker's attempts to finance his dream project by finally completing the low-budget horror film he abandoned years before.
3008,Last Night (1998),Thriller,A group of very different individuals with different ideas of how to face the end come together as the world is expected to end in six hours at the turn of the century.
3009,Portraits Chinois (1996),Drama,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise meets producer Alphonse, who is nearly 20 years older than she. Because he is unhappy with his girlfriend a secret relationship evolves. Ada has problems as well, but she's not the only one. There are also the young Emma and Nina, as well as Yves and Guido - enough people to get into complicated relationship entanglements."
3010,Rosetta (1999),Drama,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job."
3011,"They Shoot Horses, Don't They? (1969)",Drama,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.
3012,Battling Butler (1926),Comedy,A love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.
3013,Bride of Re-Animator (1990),Comedy|Horror,Doctors Herbert West and Dan Cain discover the secret to creating human life and proceed to create a perfect woman from dead tissue.
3014,Bustin' Loose (1981),Comedy,The director of a foster home is forced to move her kids from Philadelphia to Seattle in a broken-down bus driven by a fast-talking parolee assigned to the task. A hilarious road trip adventure.
3015,Coma (1978),Thriller,When a young female doctor notices an unnatural amount of comas occurring in her hospital she uncovers a horrible conspiracy.
3016,Creepshow (1982),Horror,An anthology which tells five terrifying tales inspired by the E.C. horror comic books of the 1950s.
3017,Creepshow 2 (1987),Horror,"Three more bone-chilling tales that include a vengeful wooden Native American, a monstrous blob in a lake, and a hitchhiker who wants revenge and will not die."
3018,Re-Animator (1985),Horror,"After an odd new medical student arrives on campus, a dedicated local and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue."
3019,Drugstore Cowboy (1989),Crime|Drama,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.
3020,Falling Down (1993),Action|Drama,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
3021,"Funhouse, The (1981)",Horror,"Four teenagers visit a local carnival for a night of innocent amusement. They soon discover, however, that there is nothing innocent or amusing there at all."
3022,"General, The (1927)",Comedy,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
3023,My Best Girl (1927),Comedy|Romance,"A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father."
3024,Piranha (1978),Horror|Sci-Fi,"When flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal."
3025,Rough Night in Jericho (1967),Western,A former deputy and a strong-willed widow are determined to stop a ruthless town boss.
3026,Slaughterhouse (1987),Horror,The owner of a slaughterhouse facing foreclosure instructs his obese and mentally disabled son to go on a killing spree against the people who want to buy his property.
3027,Slaughterhouse 2 (1988),Horror,The owner of a slaughterhouse facing foreclosure instructs his obese and mentally disabled son to go on a killing spree against the people who want to buy his property.
3028,"Taming of the Shrew, The (1967)",Comedy,"Brutish, fortune-hunting scoundrel Petruchio tames his wealthy, shrewish wife, Katharina."
3029,Nighthawks (1981),Action|Drama,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary."
3030,Yojimbo (1961),Comedy|Drama|Western,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.
3031,Repossessed (1990),Comedy,"Parody of The Exorcist (1973), with Linda Blair once again possessed by Satan, and Leslie Nielsen as the exorcist."
3032,"Omega Man, The (1971)",Sci-Fi,Biological war has decimated life on Earth. Los Angeles is a windswept ghost town where Robert Neville tools his convertible through sunlit streets foraging for supplies.
3033,Spaceballs (1987),Comedy|Sci-Fi,A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.
3034,Robin Hood (1973),Animation|Children's,The story of the legendary British outlaw is portrayed with the characters as humanoid animals.
3035,Mister Roberts (1955),Comedy|Drama|War,"In the waning days of World War II, the United States Navy cargo ship Reluctant and her crew are stationed in the ""backwater"" areas of the Pacific Ocean. Trouble ensues when the crew members are granted liberty."
3036,Quest for Fire (1981),Adventure,This story takes place in prehistoric time when three tribesmen search for a new fire source.
3037,Little Big Man (1970),Comedy|Drama|Western,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer."
3038,"Face in the Crowd, A (1957)",Drama,A female radio reporter turns a folk-singing drifter into a powerful media star.
3039,Trading Places (1983),Comedy,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.
3040,Meatballs (1979),Comedy,Wacky hijinks of counselors and campers at a less-than-average summer camp.
3041,Meatballs Part II (1984),Comedy,Second in the series of Meatball movies. A group of kids attempt to save a summer camp that's a financial failure.
3042,Meatballs III (1987),Comedy,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.
3043,Meatballs 4 (1992),Comedy,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all."
